week,show_type,title,ori_country,genre,release_date,is_NF_Ori,imdb_rating,rt_rating,country_chart,show_link,Continent,rel_yr,rel_mt
17,Movie,Skyscraper,USA,Action,2018-07-04,False,61,48,POL,https://flixpatrol.com/title/skyscraper,EUR,2018,7
17,TV Show,Too Hot to Handle,USA,Reality-Show,2020-04-17,True,42,37,POL,https://flixpatrol.com/title/too-hot-to-handle,EUR,2020,4
16,Movie,Skyscraper,USA,Action,2018-07-04,False,61,48,POL,https://flixpatrol.com/title/skyscraper,EUR,2018,7
16,TV Show,Money Heist,Spain,Action,2017-05-02,True,84,93,POL,https://flixpatrol.com/title/money-heist,EUR,2017,5
15,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,POL,https://flixpatrol.com/title/365-days,EUR,2020,6
15,TV Show,Money Heist,Spain,Action,2017-05-02,True,84,93,POL,https://flixpatrol.com/title/money-heist,EUR,2017,5
14,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,POL,https://flixpatrol.com/title/365-days,EUR,2020,6
14,TV Show,Toy Boy,Spain,Crime,2019-09-07,True,65,0,POL,https://flixpatrol.com/title/toy-boy-2019,EUR,2019,9
13,Movie,Nobody Sleeps In The Woods Tonight,Poland,Horror,2020-03-13,False,0,0,POL,https://flixpatrol.com/title/nobody-sleeps-in-the-woods-tonight,EUR,2020,3
13,TV Show,Toy Boy,Spain,Crime,2019-09-07,True,65,0,POL,https://flixpatrol.com/title/toy-boy-2019,EUR,2019,9
12,Movie,Nobody Sleeps In The Woods Tonight,Poland,Horror,2020-03-13,False,0,0,POL,https://flixpatrol.com/title/nobody-sleeps-in-the-woods-tonight,EUR,2020,3
12,TV Show,Toy Boy,Spain,Crime,2019-09-07,True,65,0,POL,https://flixpatrol.com/title/toy-boy-2019,EUR,2019,9
37,Movie,The Emoji Movie,USA,Animated,2017-07-28,False,14,8,ECU,https://flixpatrol.com/title/the-emoji-movie,AME,2017,7
37,TV Show,Her Mother's Killer,Colombia,Unknown,2020-01-01,False,0,0,ECU,https://flixpatrol.com/title/her-mothers-killer,AME,2020,1
36,Movie,The Emoji Movie,USA,Animated,2017-07-28,False,14,8,ECU,https://flixpatrol.com/title/the-emoji-movie,AME,2017,7
36,TV Show,Cobra Kai,USA,Action,2018-05-02,False,88,94,ECU,https://flixpatrol.com/title/cobra-kai,AME,2018,5
35,Movie,Escape Plan,USA,Action,2013-11-13,False,68,49,ECU,https://flixpatrol.com/title/escape-plan,AME,2013,11
35,TV Show,Lucifer,USA,Superhero,2016-01-25,True,83,87,ECU,https://flixpatrol.com/title/lucifer,AME,2016,1
34,Movie,Project Power,USA,Action,2020-08-14,True,61,63,ECU,https://flixpatrol.com/title/project-power,AME,2020,8
34,TV Show,All For Love,Colombia,Drama,2020-01-07,True,68,0,ECU,https://flixpatrol.com/title/all-for-love-2020,AME,2020,1
33,Movie,Wonder,USA,Drama,2017-11-13,False,80,93,ECU,https://flixpatrol.com/title/wonder,AME,2017,11
33,TV Show,The Seven Deadly Sins,Japan,Animation,2014-10-05,True,82,0,ECU,https://flixpatrol.com/title/the-seven-deadly-sins,AME,2014,10
32,Movie,Wonder,USA,Drama,2017-11-13,False,80,93,ECU,https://flixpatrol.com/title/wonder,AME,2017,11
32,TV Show,Locked Up,Spain,Drama,2015-04-20,True,83,100,ECU,https://flixpatrol.com/title/locked-up,AME,2015,4
31,Movie,The Kissing Booth 2,United Kingdom,Romance,2020-07-24,True,62,28,ECU,https://flixpatrol.com/title/the-kissing-booth-2,AME,2020,7
31,TV Show,Dark Desire,Mexico,Drama,2020-07-15,True,75,0,ECU,https://flixpatrol.com/title/dark-desire,AME,2020,7
30,Movie,Spider-Man: Homecoming,USA,Superhero,2017-07-05,False,75,92,ECU,https://flixpatrol.com/title/spider-man-homecoming,AME,2017,7
30,TV Show,Dark Desire,Mexico,Drama,2020-07-15,True,75,0,ECU,https://flixpatrol.com/title/dark-desire,AME,2020,7
29,Movie,The Old Guard,USA,Superhero,2020-07-10,True,82,80,ECU,https://flixpatrol.com/title/the-old-guard,AME,2020,7
29,TV Show,Dark Desire,Mexico,Drama,2020-07-15,True,75,0,ECU,https://flixpatrol.com/title/dark-desire,AME,2020,7
28,Movie,American Assassin,USA,Action,2017-09-14,False,70,35,ECU,https://flixpatrol.com/title/american-assassin,AME,2017,9
28,TV Show,All For Love,Colombia,Drama,2020-01-07,True,68,0,ECU,https://flixpatrol.com/title/all-for-love-2020,AME,2020,1
27,Movie,Baby Driver,USA,Action,2017-06-28,False,78,92,ECU,https://flixpatrol.com/title/baby-driver,AME,2017,6
27,TV Show,All For Love,Colombia,Drama,2020-01-07,True,68,0,ECU,https://flixpatrol.com/title/all-for-love-2020,AME,2020,1
26,Movie,Feel the Beat,USA,Comedy,2020-06-19,True,64,46,ECU,https://flixpatrol.com/title/feel-the-beat-2020,AME,2020,6
26,TV Show,Floor is Lava,USA,Reality-Show,2020-06-19,True,51,83,ECU,https://flixpatrol.com/title/floor-is-lava,AME,2020,6
25,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,ECU,https://flixpatrol.com/title/365-days,AME,2020,6
25,TV Show,"Pablo Escobar, The Drug Lord",Colombia,Crime,2012-05-28,False,86,0,ECU,https://flixpatrol.com/title/pablo-escobar-the-drug-lord,AME,2012,5
24,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,ECU,https://flixpatrol.com/title/365-days,AME,2020,6
24,TV Show,13 Reasons Why,USA,Drama,2017-03-31,True,84,39,ECU,https://flixpatrol.com/title/13-reasons-why,AME,2017,3
23,Movie,Grown Ups,USA,Comedy,2010-06-24,False,60,10,ECU,https://flixpatrol.com/title/grown-ups,AME,2010,6
23,Documentary TV,Jeffrey Epstein: Filthy Rich,USA,Documentary,2020-05-27,True,72,79,ECU,https://flixpatrol.com/title/jeffrey-epstein-filthy-rich,AME,2020,5
22,Movie,Mercury Rising,USA,Action,1998-04-03,False,61,17,ECU,https://flixpatrol.com/title/mercury-rising,AME,1998,4
22,TV Show,Control Z,Mexico,Drama,2020-05-22,True,70,67,ECU,https://flixpatrol.com/title/control-z,AME,2020,5
21,Movie,Going in Style,USA,Comedy,2017-04-06,False,68,49,ECU,https://flixpatrol.com/title/going-in-style,AME,2017,4
21,TV Show,The 100,USA,Science Fiction,2014-03-19,True,78,92,ECU,https://flixpatrol.com/title/the-100,AME,2014,3
20,Movie,The Wrong Missy,USA,Comedy,2020-05-13,True,56,25,ECU,https://flixpatrol.com/title/the-wrong-missy,AME,2020,5
20,TV Show,"Pablo Escobar, The Drug Lord",Colombia,Crime,2012-05-28,False,86,0,ECU,https://flixpatrol.com/title/pablo-escobar-the-drug-lord,AME,2012,5
19,Movie,Space Jam,USA,Comedy,1996-11-15,False,63,38,ECU,https://flixpatrol.com/title/space-jam,AME,1996,11
19,TV Show,"Pablo Escobar, The Drug Lord",Colombia,Crime,2012-05-28,False,86,0,ECU,https://flixpatrol.com/title/pablo-escobar-the-drug-lord,AME,2012,5
18,Movie,Extraction,USA,Action,2020-04-24,True,70,68,ECU,https://flixpatrol.com/title/extraction-2020,AME,2020,4
18,Documentary TV,Matchday: Inside FC Barcelona,Spain,Unknown,2019-11-12,False,86,0,ECU,https://flixpatrol.com/title/matchday-inside-fc-barcelona,AME,2019,11
17,Movie,Focus,USA,Crime,2015-02-27,False,66,56,ECU,https://flixpatrol.com/title/focus,AME,2015,2
17,TV Show,The House of Flowers,Mexico,Drama,2018-08-10,True,80,0,ECU,https://flixpatrol.com/title/the-house-of-flowers,AME,2018,8
16,Movie,Love. Wedding. Repeat,Italy,Comedy,2020-04-10,True,55,34,ECU,https://flixpatrol.com/title/love-wedding-repeat,AME,2020,4
16,TV Show,La Piloto,Colombia,Unknown,2017-03-07,False,62,0,ECU,https://flixpatrol.com/title/la-piloto,AME,2017,3
15,Movie,Journey 2: The Mysterious Island,USA,Adventure,2012-02-10,False,58,43,ECU,https://flixpatrol.com/title/journey-2-the-mysterious-island,AME,2012,2
15,TV Show,Money Heist,Spain,Action,2017-05-02,True,84,93,ECU,https://flixpatrol.com/title/money-heist,AME,2017,5
14,Movie,Miracle in Cell No. 7,Turkey,Drama,2019-10-10,False,83,0,ECU,https://flixpatrol.com/title/miracle-in-cell-no-7,AME,2019,10
14,TV Show,Toy Boy,Spain,Crime,2019-09-07,True,65,0,ECU,https://flixpatrol.com/title/toy-boy-2019,AME,2019,9
13,Movie,Miracle in Cell No. 7,Turkey,Drama,2019-10-10,False,83,0,ECU,https://flixpatrol.com/title/miracle-in-cell-no-7,AME,2019,10
13,TV Show,Toy Boy,Spain,Crime,2019-09-07,True,65,0,ECU,https://flixpatrol.com/title/toy-boy-2019,AME,2019,9
37,Movie,Jack Reacher,USA,Thriller,2012-12-21,False,70,62,TWN,https://flixpatrol.com/title/jack-reacher,ASI,2012,12
37,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,TWN,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
36,Movie,Project Power,USA,Action,2020-08-14,True,61,63,TWN,https://flixpatrol.com/title/project-power,ASI,2020,8
36,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,TWN,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
35,Movie,Project Power,USA,Action,2020-08-14,True,61,63,TWN,https://flixpatrol.com/title/project-power,ASI,2020,8
35,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,TWN,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
34,Movie,Project Power,USA,Action,2020-08-14,True,61,63,TWN,https://flixpatrol.com/title/project-power,ASI,2020,8
34,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,TWN,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
33,Movie,Ocean's 8,USA,Crime,2018-06-08,False,62,0,TWN,https://flixpatrol.com/title/oceans-8,ASI,2018,6
33,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,TWN,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
32,Movie,Skyscraper,USA,Action,2018-07-04,False,61,48,TWN,https://flixpatrol.com/title/skyscraper,ASI,2018,7
32,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,TWN,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
31,Movie,Bad Boys for Life,USA,Action,2020-01-16,False,74,77,TWN,https://flixpatrol.com/title/bad-boys-for-life,ASI,2020,1
31,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,TWN,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
30,Movie,The Old Guard,USA,Superhero,2020-07-10,True,82,80,TWN,https://flixpatrol.com/title/the-old-guard,ASI,2020,7
30,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,TWN,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
29,Movie,The Old Guard,USA,Superhero,2020-07-10,True,82,80,TWN,https://flixpatrol.com/title/the-old-guard,ASI,2020,7
29,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,TWN,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
28,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,TWN,https://flixpatrol.com/title/365-days,ASI,2020,6
28,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,TWN,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
27,Movie,The Bridge Curse,Taiwan,Horror,2020-02-27,False,0,0,TWN,https://flixpatrol.com/title/the-bridge-curse,ASI,2020,2
27,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,TWN,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
26,Movie,Jurassic World: Fallen Kingdom,USA,Science Fiction,2018-06-06,False,67,47,TWN,https://flixpatrol.com/title/jurassic-world-fallen-kingdom,ASI,2018,6
26,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90,0,TWN,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI,2020,6
25,Movie,Sniper: Ultimate Kill,USA,Action,2017-10-03,False,56,0,TWN,https://flixpatrol.com/title/sniper-ultimate-kill,ASI,2017,10
25,TV Show,The King: Eternal Monarch,South Korea,Fantasy,2020-04-17,True,87,0,TWN,https://flixpatrol.com/title/the-king-eternal-monarch,ASI,2020,4
24,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,TWN,https://flixpatrol.com/title/365-days,ASI,2020,6
24,TV Show,The King: Eternal Monarch,South Korea,Fantasy,2020-04-17,True,87,0,TWN,https://flixpatrol.com/title/the-king-eternal-monarch,ASI,2020,4
23,Movie,Blockers,USA,Comedy,2018-03-14,False,62,83,TWN,https://flixpatrol.com/title/blockers,ASI,2018,3
23,TV Show,Hospital Playlist,South Korea,Drama,2020-03-12,True,84,0,TWN,https://flixpatrol.com/title/hospital-playlist,ASI,2020,3
22,Movie,X-Men: Apocalypse,USA,Superhero,2016-05-18,False,72,48,TWN,https://flixpatrol.com/title/x-men-apocalypse,ASI,2016,5
22,TV Show,The King: Eternal Monarch,South Korea,Fantasy,2020-04-17,True,87,0,TWN,https://flixpatrol.com/title/the-king-eternal-monarch,ASI,2020,4
21,Movie,Rampage,USA,Adventure,2018-04-19,False,66,51,TWN,https://flixpatrol.com/title/rampage,ASI,2018,4
21,TV Show,The Victims' Game,Taiwan,Crime,2020-04-30,True,76,0,TWN,https://flixpatrol.com/title/the-victims-game,ASI,2020,4
20,Movie,Extraction,USA,Action,2020-04-24,True,70,68,TWN,https://flixpatrol.com/title/extraction-2020,ASI,2020,4
20,TV Show,The Victims' Game,Taiwan,Crime,2020-04-30,True,76,0,TWN,https://flixpatrol.com/title/the-victims-game,ASI,2020,4
19,Movie,Extraction,USA,Action,2020-04-24,True,70,68,TWN,https://flixpatrol.com/title/extraction-2020,ASI,2020,4
19,TV Show,The Victims' Game,Taiwan,Crime,2020-04-30,True,76,0,TWN,https://flixpatrol.com/title/the-victims-game,ASI,2020,4
18,Movie,Extraction,USA,Action,2020-04-24,True,70,68,TWN,https://flixpatrol.com/title/extraction-2020,ASI,2020,4
18,TV Show,"Hi Bye, Mama!",South Korea,Drama,2020-04-25,True,82,0,TWN,https://flixpatrol.com/title/hi-bye-mama,ASI,2020,4
17,Movie,Earth and Blood,France,Action,2020-04-17,True,50,0,TWN,https://flixpatrol.com/title/earth-and-blood,ASI,2020,4
17,TV Show,"Hi Bye, Mama!",South Korea,Drama,2020-04-25,True,82,0,TWN,https://flixpatrol.com/title/hi-bye-mama,ASI,2020,4
16,Movie,Tigertail,USA,Drama,2020-04-10,False,62,83,TWN,https://flixpatrol.com/title/tigertail,ASI,2020,4
16,TV Show,"Hi Bye, Mama!",South Korea,Drama,2020-04-25,True,82,0,TWN,https://flixpatrol.com/title/hi-bye-mama,ASI,2020,4
15,Movie,Howls Moving Castle,Japan,Animated,2004-11-19,False,82,0,TWN,https://flixpatrol.com/title/howls-moving-castle,ASI,2004,11
15,TV Show,"Hi Bye, Mama!",South Korea,Drama,2020-04-25,True,82,0,TWN,https://flixpatrol.com/title/hi-bye-mama,ASI,2020,4
14,Movie,Howls Moving Castle,Japan,Animated,2004-11-19,False,82,0,TWN,https://flixpatrol.com/title/howls-moving-castle,ASI,2004,11
14,TV Show,"Hi Bye, Mama!",South Korea,Drama,2020-04-25,True,82,0,TWN,https://flixpatrol.com/title/hi-bye-mama,ASI,2020,4
37,Movie,The Emoji Movie,USA,Animated,2017-07-28,False,14,8,CHL,https://flixpatrol.com/title/the-emoji-movie,AME,2017,7
37,TV Show,Grey's Anatomy,USA,Drama,2005-03-27,False,76,0,CHL,https://flixpatrol.com/title/greys-anatomy,AME,2005,3
36,Movie,The Emoji Movie,USA,Animated,2017-07-28,False,14,8,CHL,https://flixpatrol.com/title/the-emoji-movie,AME,2017,7
36,TV Show,Cobra Kai,USA,Action,2018-05-02,False,88,94,CHL,https://flixpatrol.com/title/cobra-kai,AME,2018,5
35,Movie,The Sleepover,USA,Comedy,2020-08-21,True,55,80,CHL,https://flixpatrol.com/title/the-sleepover,AME,2020,8
35,TV Show,Lucifer,USA,Superhero,2016-01-25,True,83,87,CHL,https://flixpatrol.com/title/lucifer,AME,2016,1
34,Movie,Project Power,USA,Action,2020-08-14,True,61,63,CHL,https://flixpatrol.com/title/project-power,AME,2020,8
34,TV Show,The Great Heist,Colombia,Unknown,2020-08-14,False,0,0,CHL,https://flixpatrol.com/title/the-great-heist,AME,2020,8
33,Movie,Wonder,USA,Drama,2017-11-13,False,80,93,CHL,https://flixpatrol.com/title/wonder,AME,2017,11
33,TV Show,The Seven Deadly Sins,Japan,Animation,2014-10-05,True,82,0,CHL,https://flixpatrol.com/title/the-seven-deadly-sins,AME,2014,10
32,Movie,Wonder,USA,Drama,2017-11-13,False,80,93,CHL,https://flixpatrol.com/title/wonder,AME,2017,11
32,TV Show,Locked Up,Spain,Drama,2015-04-20,True,83,100,CHL,https://flixpatrol.com/title/locked-up,AME,2015,4
31,Movie,The Kissing Booth 2,United Kingdom,Romance,2020-07-24,True,62,28,CHL,https://flixpatrol.com/title/the-kissing-booth-2,AME,2020,7
31,TV Show,Dark Desire,Mexico,Drama,2020-07-15,True,75,0,CHL,https://flixpatrol.com/title/dark-desire,AME,2020,7
30,Movie,MILF,France,Comedy,2018-05-02,False,0,14,CHL,https://flixpatrol.com/title/milf-2018,AME,2018,5
30,TV Show,Dark Desire,Mexico,Drama,2020-07-15,True,75,0,CHL,https://flixpatrol.com/title/dark-desire,AME,2020,7
29,Movie,The Old Guard,USA,Superhero,2020-07-10,True,82,80,CHL,https://flixpatrol.com/title/the-old-guard,AME,2020,7
29,TV Show,Dark Desire,Mexico,Drama,2020-07-15,True,75,0,CHL,https://flixpatrol.com/title/dark-desire,AME,2020,7
28,Movie,American Assassin,USA,Action,2017-09-14,False,70,35,CHL,https://flixpatrol.com/title/american-assassin,AME,2017,9
28,TV Show,Dark,Germany,Mystery,2017-12-01,True,87,94,CHL,https://flixpatrol.com/title/dark-2017,AME,2017,12
27,Movie,Baby Driver,USA,Action,2017-06-28,False,78,92,CHL,https://flixpatrol.com/title/baby-driver,AME,2017,6
27,TV Show,Dark,Germany,Mystery,2017-12-01,True,87,94,CHL,https://flixpatrol.com/title/dark-2017,AME,2017,12
26,Movie,Feel the Beat,USA,Comedy,2020-06-19,True,64,46,CHL,https://flixpatrol.com/title/feel-the-beat-2020,AME,2020,6
26,TV Show,Dark,Germany,Mystery,2017-12-01,True,87,94,CHL,https://flixpatrol.com/title/dark-2017,AME,2017,12
25,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,CHL,https://flixpatrol.com/title/365-days,AME,2020,6
25,TV Show,Dark,Germany,Mystery,2017-12-01,True,87,94,CHL,https://flixpatrol.com/title/dark-2017,AME,2017,12
24,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,CHL,https://flixpatrol.com/title/365-days,AME,2020,6
24,TV Show,13 Reasons Why,USA,Drama,2017-03-31,True,84,39,CHL,https://flixpatrol.com/title/13-reasons-why,AME,2017,3
23,Movie,Grown Ups,USA,Comedy,2010-06-24,False,60,10,CHL,https://flixpatrol.com/title/grown-ups,AME,2010,6
23,Documentary TV,Jeffrey Epstein: Filthy Rich,USA,Documentary,2020-05-27,True,72,79,CHL,https://flixpatrol.com/title/jeffrey-epstein-filthy-rich,AME,2020,5
22,Movie,Mujeres arriba,Chile,Comedy,2020-02-13,False,0,0,CHL,https://flixpatrol.com/title/mujeres-arriba,AME,2020,2
22,TV Show,Control Z,Mexico,Drama,2020-05-22,True,70,67,CHL,https://flixpatrol.com/title/control-z,AME,2020,5
21,Movie,The Wrong Missy,USA,Comedy,2020-05-13,True,56,25,CHL,https://flixpatrol.com/title/the-wrong-missy,AME,2020,5
21,Documentary TV,The Last Dance,USA,Documentary,2020-04-19,True,94,97,CHL,https://flixpatrol.com/title/the-last-dance,AME,2020,4
20,Movie,The Wrong Missy,USA,Comedy,2020-05-13,True,56,25,CHL,https://flixpatrol.com/title/the-wrong-missy,AME,2020,5
20,TV Show,Valeria,Spain,Drama,2020-05-08,True,58,0,CHL,https://flixpatrol.com/title/valeria,AME,2020,5
19,Movie,Space Jam,USA,Comedy,1996-11-15,False,63,38,CHL,https://flixpatrol.com/title/space-jam,AME,1996,11
19,TV Show,"Pablo Escobar, The Drug Lord",Colombia,Crime,2012-05-28,False,86,0,CHL,https://flixpatrol.com/title/pablo-escobar-the-drug-lord,AME,2012,5
18,Movie,Extraction,USA,Action,2020-04-24,True,70,68,CHL,https://flixpatrol.com/title/extraction-2020,AME,2020,4
18,TV Show,Never Have I Ever,USA,Comedy,2020-04-27,True,78,98,CHL,https://flixpatrol.com/title/never-have-i-ever,AME,2020,4
17,Movie,Extraction,USA,Action,2020-04-24,True,70,68,CHL,https://flixpatrol.com/title/extraction-2020,AME,2020,4
17,TV Show,The House of Flowers,Mexico,Drama,2018-08-10,True,80,0,CHL,https://flixpatrol.com/title/the-house-of-flowers,AME,2018,8
37,Movie,"Love, Guaranteed",USA,Comedy,2020-09-03,True,55,50,POR,https://flixpatrol.com/title/love-guaranteed,EUR,2020,9
37,TV Show,Away,USA,Science Fiction,2020-09-04,True,71,73,POR,https://flixpatrol.com/title/away-2020,EUR,2020,9
36,Movie,Em Prova: Amiga do Inimigo,Brazil,Unknown,1900-01-01,False,0,0,POR,https://flixpatrol.com/title/em-prova-amiga-do-inimigo,EUR,1900,1
36,TV Show,Lucifer,USA,Superhero,2016-01-25,True,83,87,POR,https://flixpatrol.com/title/lucifer,EUR,2016,1
35,Movie,The Sleepover,USA,Comedy,2020-08-21,True,55,80,POR,https://flixpatrol.com/title/the-sleepover,EUR,2020,8
35,TV Show,Lucifer,USA,Superhero,2016-01-25,True,83,87,POR,https://flixpatrol.com/title/lucifer,EUR,2016,1
34,Movie,Project Power,USA,Action,2020-08-14,True,61,63,POR,https://flixpatrol.com/title/project-power,EUR,2020,8
34,TV Show,Dark Desire,Mexico,Drama,2020-07-15,True,75,0,POR,https://flixpatrol.com/title/dark-desire,EUR,2020,7
33,Movie,Aquaman,USA,Superhero,2018-12-07,False,77,65,POR,https://flixpatrol.com/title/aquaman,EUR,2018,12
33,TV Show,The Umbrella Academy,USA,Superhero,2019-02-15,True,83,82,POR,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2
32,Movie,Aquaman,USA,Superhero,2018-12-07,False,77,65,POR,https://flixpatrol.com/title/aquaman,EUR,2018,12
32,TV Show,The Umbrella Academy,USA,Superhero,2019-02-15,True,83,82,POR,https://flixpatrol.com/title/the-umbrella-academy,EUR,2019,2
31,Movie,The Kissing Booth 2,United Kingdom,Romance,2020-07-24,True,62,28,POR,https://flixpatrol.com/title/the-kissing-booth-2,EUR,2020,7
31,TV Show,Dark Desire,Mexico,Drama,2020-07-15,True,75,0,POR,https://flixpatrol.com/title/dark-desire,EUR,2020,7
30,Movie,MILF,France,Comedy,2018-05-02,False,0,14,POR,https://flixpatrol.com/title/milf-2018,EUR,2018,5
30,TV Show,Cursed,USA,Fantasy,2020-07-17,True,51,69,POR,https://flixpatrol.com/title/cursed-2020,EUR,2020,7
29,Movie,The Old Guard,USA,Superhero,2020-07-10,True,82,80,POR,https://flixpatrol.com/title/the-old-guard,EUR,2020,7
29,TV Show,Warrior Nun,USA,Fantasy,2020-07-02,True,69,0,POR,https://flixpatrol.com/title/warrior-nun,EUR,2020,7
28,Movie,Desperados,USA,Comedy,2020-07-03,True,51,15,POR,https://flixpatrol.com/title/desperados-2020,EUR,2020,7
28,TV Show,Warrior Nun,USA,Fantasy,2020-07-02,True,69,0,POR,https://flixpatrol.com/title/warrior-nun,EUR,2020,7
27,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,POR,https://flixpatrol.com/title/365-days,EUR,2020,6
27,TV Show,Warrior Nun,USA,Fantasy,2020-07-02,True,69,0,POR,https://flixpatrol.com/title/warrior-nun,EUR,2020,7
26,Movie,Feel the Beat,USA,Comedy,2020-06-19,True,64,46,POR,https://flixpatrol.com/title/feel-the-beat-2020,EUR,2020,6
26,TV Show,The Sinner,USA,Crime,2017-08-02,True,80,90,POR,https://flixpatrol.com/title/the-sinner,EUR,2017,8
25,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,POR,https://flixpatrol.com/title/365-days,EUR,2020,6
25,TV Show,White Lines,United Kingdom,Crime,2020-05-15,True,61,64,POR,https://flixpatrol.com/title/white-lines,EUR,2020,5
24,Movie,365 Days,Poland,Romance,2020-06-07,False,35,0,POR,https://flixpatrol.com/title/365-days,EUR,2020,6
24,TV Show,13 Reasons Why,USA,Drama,2017-03-31,True,84,39,POR,https://flixpatrol.com/title/13-reasons-why,EUR,2017,3
23,Movie,Faster,USA,Thriller,2010-11-23,False,65,41,POR,https://flixpatrol.com/title/faster-2010,EUR,2010,11
23,TV Show,White Lines,United Kingdom,Crime,2020-05-15,True,61,64,POR,https://flixpatrol.com/title/white-lines,EUR,2020,5
22,Movie,Pitch Perfect 3,USA,Comedy,2017-12-21,False,66,32,POR,https://flixpatrol.com/title/pitch-perfect-3,EUR,2017,12
22,TV Show,White Lines,United Kingdom,Crime,2020-05-15,True,61,64,POR,https://flixpatrol.com/title/white-lines,EUR,2020,5
21,Movie,The Wrong Missy,USA,Comedy,2020-05-13,True,56,25,POR,https://flixpatrol.com/title/the-wrong-missy,EUR,2020,5
21,TV Show,White Lines,United Kingdom,Crime,2020-05-15,True,61,64,POR,https://flixpatrol.com/title/white-lines,EUR,2020,5
20,Movie,The Wrong Missy,USA,Comedy,2020-05-13,True,56,25,POR,https://flixpatrol.com/title/the-wrong-missy,EUR,2020,5
20,Documentary TV,The Last Dance,USA,Documentary,2020-04-19,True,94,97,POR,https://flixpatrol.com/title/the-last-dance,EUR,2020,4
19,Movie,Dangerous Lies,USA,Thriller,2020-04-30,True,57,41,POR,https://flixpatrol.com/title/dangerous-lies,EUR,2020,4
19,Documentary TV,The Last Dance,USA,Documentary,2020-04-19,True,94,97,POR,https://flixpatrol.com/title/the-last-dance,EUR,2020,4
18,Movie,Extraction,USA,Action,2020-04-24,True,70,68,POR,https://flixpatrol.com/title/extraction-2020,EUR,2020,4
18,TV Show,Never Have I Ever,USA,Comedy,2020-04-27,True,78,98,POR,https://flixpatrol.com/title/never-have-i-ever,EUR,2020,4
17,Movie,Sergio,USA,Drama,2020-04-17,True,59,46,POR,https://flixpatrol.com/title/sergio,EUR,2020,4
17,TV Show,Too Hot to Handle,USA,Reality-Show,2020-04-17,True,42,37,POR,https://flixpatrol.com/title/too-hot-to-handle,EUR,2020,4
16,Movie,Miracle in Cell No. 7,Turkey,Drama,2019-10-10,False,83,0,POR,https://flixpatrol.com/title/miracle-in-cell-no-7,EUR,2019,10
16,TV Show,Money Heist,Spain,Action,2017-05-02,True,84,93,POR,https://flixpatrol.com/title/money-heist,EUR,2017,5
15,Movie,Miracle in Cell No. 7,Turkey,Drama,2019-10-10,False,83,0,POR,https://flixpatrol.com/title/miracle-in-cell-no-7,EUR,2019,10
15,TV Show,Money Heist,Spain,Action,2017-05-02,True,84,93,POR,https://flixpatrol.com/title/money-heist,EUR,2017,5
14,Movie,The Platform,Spain,Science Fiction,2020-03-20,True,73,0,POR,https://flixpatrol.com/title/the-platform,EUR,2020,3
14,TV Show,Freud,Austria,Drama,2020-03-15,True,67,50,POR,https://flixpatrol.com/title/freud,EUR,2020,3
