week,show_type,title,ori_country,genre,release_date,is_NF_Ori,imdb_rating,rt_rating,country_chart,show_link,Continent
37,Movie,Charlie and the Chocolate Factory,USA,Fantasy,2005-07-09,False,67%,83%,GBR,https://flixpatrol.com/title/charlie-and-the-chocolate-factory,EUR
37,TV Show,Away,USA,Science Fiction,2020-09-04,True,71%,73%,GBR,https://flixpatrol.com/title/away-2020,EUR
36,Movie,Venom,USA,Superhero,2018-10-03,False,71%,29%,GBR,https://flixpatrol.com/title/venom-2018,EUR
36,TV Show,Cobra Kai,USA,Action,2018-05-02,False,88%,94%,GBR,https://flixpatrol.com/title/cobra-kai,EUR
35,Movie,Bee Movie,USA,Animated,2007-10-28,False,62%,50%,GBR,https://flixpatrol.com/title/bee-movie,EUR
35,TV Show,The Fall,Ireland,Crime,2013-05-12,False,82%,,GBR,https://flixpatrol.com/title/the-fall-2013,EUR
34,Movie,Project Power,USA,Action,2020-08-14,True,61%,63%,GBR,https://flixpatrol.com/title/project-power,EUR
34,TV Show,The Fall,Ireland,Crime,2013-05-12,False,82%,,GBR,https://flixpatrol.com/title/the-fall-2013,EUR
33,Movie,Work It,USA,Comedy,2020-08-07,True,61%,,GBR,https://flixpatrol.com/title/work-it-2020,EUR
33,TV Show,The Umbrella Academy,USA,Superhero,2019-02-15,True,83%,82%,GBR,https://flixpatrol.com/title/the-umbrella-academy,EUR
32,Movie,The Mask,USA,Comedy,1994-07-29,False,69%,77%,GBR,https://flixpatrol.com/title/the-mask,EUR
32,TV Show,The Umbrella Academy,USA,Superhero,2019-02-15,True,83%,82%,GBR,https://flixpatrol.com/title/the-umbrella-academy,EUR
31,Movie,The Kissing Booth 2,United Kingdom,Romance,2020-07-24,True,62%,28%,GBR,https://flixpatrol.com/title/the-kissing-booth-2,EUR
31,TV Show,Good Girls,USA,Comedy,2018-02-26,True,78%,87%,GBR,https://flixpatrol.com/title/good-girls,EUR
30,Movie,Fatal Affair,USA,Drama,2020-07-16,False,46%,,GBR,https://flixpatrol.com/title/fatal-affair,EUR
30,TV Show,Cursed,USA,Fantasy,2020-07-17,True,51%,69%,GBR,https://flixpatrol.com/title/cursed-2020,EUR
29,Movie,The Old Guard,USA,Superhero,2020-07-10,True,82%,80%,GBR,https://flixpatrol.com/title/the-old-guard,EUR
29,TV Show,Cursed,USA,Fantasy,2020-07-17,True,51%,69%,GBR,https://flixpatrol.com/title/cursed-2020,EUR
28,Movie,Mission: Impossible - Fallout,USA,Action,2018-07-13,False,80%,97%,GBR,https://flixpatrol.com/title/mission-impossible-fallout,EUR
28,TV Show,Unsolved Mysteries,USA,Documentary,2020-07-01,True,80%,74%,GBR,https://flixpatrol.com/title/unsolved-mysteries-2020,EUR
27,Movie,Eurovision Song Contest: The Story of Fire Saga,USA,Comedy,2020-06-26,True,78%,63%,GBR,https://flixpatrol.com/title/eurovision-song-contest-the-story-of-fire-saga,EUR
