week,show_type,title,ori_country,genre,release_date,is_NF_Ori,imdb_rating,rt_rating,country_chart,show_link,Continent
37,Movie,#Alive,South Korea,Horror,2020-09-08,False,62%,86%,HKG,https://flixpatrol.com/title/alive-2020,ASI
37,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90%,,HKG,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI
36,Movie,The First Purge,USA,Horror,2018-07-04,False,53%,54%,HKG,https://flixpatrol.com/title/the-first-purge,ASI
36,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90%,,HKG,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI
35,Movie,Project Power,USA,Action,2020-08-14,True,61%,63%,HKG,https://flixpatrol.com/title/project-power,ASI
35,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90%,,HKG,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI
34,Movie,Project Power,USA,Action,2020-08-14,True,61%,63%,HKG,https://flixpatrol.com/title/project-power,ASI
34,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90%,,HKG,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI
33,Movie,Ocean's 8,USA,Crime,2018-06-08,False,62%,,HKG,https://flixpatrol.com/title/oceans-8,ASI
33,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90%,,HKG,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI
32,Movie,Skyscraper,USA,Action,2018-07-04,False,61%,48%,HKG,https://flixpatrol.com/title/skyscraper,ASI
32,TV Show,It's Okay to Not Be Okay,South Korea,Drama,2020-06-20,True,90%,,HKG,https://flixpatrol.com/title/its-okay-to-not-be-okay,ASI
31,Movie,Bad Boys for Life,USA,Action,2020-01-16,False,74%,77%,HKG,https://flixpatrol.com/title/bad-boys-for-life,ASI
