,appName,pkgName,eventType,eventFlag,className,datetime,timestamp
464,Instagram,com.instagram.android,2,ACTIVITY_PAUSED,com.instagram.mainactivity.MainActivity,01-03-2021 20:50:23,1614612023054
465,null,com.google.android.packageinstaller,1,ACTIVITY_RESUMED,com.android.packageinstaller.InstallStart,01-03-2021 20:50:23,1614612023156
466,null,com.google.android.packageinstaller,2,ACTIVITY_PAUSED,com.android.packageinstaller.InstallStart,01-03-2021 20:50:23,1614612023248
467,null,com.google.android.packageinstaller,1,ACTIVITY_RESUMED,com.android.packageinstaller.InstallStaging,01-03-2021 20:50:23,1614612023259
468,null,com.google.android.packageinstaller,2,ACTIVITY_PAUSED,com.android.packageinstaller.InstallStaging,01-03-2021 20:50:24,1614612023828
469,null,com.google.android.packageinstaller,1,ACTIVITY_RESUMED,com.android.packageinstaller.DeleteStagedFileOnResult,01-03-2021 20:50:24,1614612023829
470,null,com.google.android.packageinstaller,2,ACTIVITY_PAUSED,com.android.packageinstaller.DeleteStagedFileOnResult,01-03-2021 20:50:24,1614612023880
471,null,com.google.android.packageinstaller,1,ACTIVITY_RESUMED,com.android.packageinstaller.PackageInstallerActivity,01-03-2021 20:50:24,1614612023883
472,null,com.google.android.packageinstaller,2,ACTIVITY_PAUSED,com.android.packageinstaller.PackageInstallerActivity,01-03-2021 20:50:37,1614612036633
473,null,com.google.android.packageinstaller,1,ACTIVITY_RESUMED,com.android.packageinstaller.InstallInstalling,01-03-2021 20:50:37,1614612036649
474,null,com.google.android.packageinstaller,2,ACTIVITY_PAUSED,com.android.packageinstaller.InstallInstalling,01-03-2021 20:50:51,1614612051017
475,null,com.google.android.packageinstaller,1,ACTIVITY_RESUMED,com.android.packageinstaller.InstallSuccess,01-03-2021 20:50:51,1614612051034
476,null,com.google.android.packageinstaller,2,ACTIVITY_PAUSED,com.android.packageinstaller.InstallSuccess,01-03-2021 20:50:55,1614612054843
477,null,com.androeed.installer_com.dogbytegames.offtheroad,1,ACTIVITY_RESUMED,com.example.myapplication.MainActivity,01-03-2021 20:50:55,1614612054935
478,null,com.androeed.installer_com.dogbytegames.offtheroad,2,ACTIVITY_PAUSED,com.example.myapplication.MainActivity,01-03-2021 20:51:04,1614612064464
479,null,com.google.android.permissioncontroller,1,ACTIVITY_RESUMED,com.android.packageinstaller.permission.ui.GrantPermissionsActivity,01-03-2021 20:51:04,1614612064477
480,null,com.android.systemui,1,ACTIVITY_RESUMED,com.android.systemui.recents.RecentsActivity,01-03-2021 20:51:07,1614612067133
481,null,com.google.android.permissioncontroller,2,ACTIVITY_PAUSED,com.android.packageinstaller.permission.ui.GrantPermissionsActivity,01-03-2021 20:51:07,1614612067142
482,null,com.android.systemui,2,ACTIVITY_PAUSED,com.android.systemui.recents.RecentsActivity,01-03-2021 20:51:10,1614612069699
483,Security,com.miui.securitycenter,1,ACTIVITY_RESUMED,com.miui.appmanager.ApplicationsDetailsActivity,01-03-2021 20:51:10,1614612069870
484,Security,com.miui.securitycenter,2,ACTIVITY_PAUSED,com.miui.appmanager.ApplicationsDetailsActivity,01-03-2021 20:51:20,1614612080016
485,POCO Launcher,com.mi.android.globallauncher,1,ACTIVITY_RESUMED,com.miui.home.launcher.Launcher,01-03-2021 20:51:20,1614612080016
486,POCO Launcher,com.mi.android.globallauncher,2,ACTIVITY_PAUSED,com.miui.home.launcher.Launcher,01-03-2021 20:51:26,1614612085698
487,File Manager,com.mi.android.globalFileexplorer,1,ACTIVITY_RESUMED,com.android.fileexplorer.FileExplorerTabActivity,01-03-2021 20:51:26,1614612085790
488,POCO Launcher,com.mi.android.globallauncher,1,ACTIVITY_RESUMED,com.miui.home.launcher.Launcher,01-03-2021 20:51:58,1614612117595
489,File Manager,com.mi.android.globalFileexplorer,2,ACTIVITY_PAUSED,com.android.fileexplorer.FileExplorerTabActivity,01-03-2021 20:51:58,1614612117613
490,null,com.android.systemui,1,ACTIVITY_RESUMED,com.android.systemui.recents.RecentsActivity,01-03-2021 20:51:58,1614612118238
491,POCO Launcher,com.mi.android.globallauncher,2,ACTIVITY_PAUSED,com.miui.home.launcher.Launcher,01-03-2021 20:51:58,1614612118246
492,null,com.android.systemui,2,ACTIVITY_PAUSED,com.android.systemui.recents.RecentsActivity,01-03-2021 20:52:04,1614612124183
493,Instagram,com.instagram.android,1,ACTIVITY_RESUMED,com.instagram.mainactivity.MainActivity,01-03-2021 20:52:04,1614612124192
494,null,com.android.systemui,1,ACTIVITY_RESUMED,com.android.systemui.recents.RecentsActivity,01-03-2021 20:52:22,1614612142493
495,Instagram,com.instagram.android,2,ACTIVITY_PAUSED,com.instagram.mainactivity.MainActivity,01-03-2021 20:52:23,1614612142503
496,POCO Launcher,com.mi.android.globallauncher,1,ACTIVITY_RESUMED,com.miui.home.launcher.Launcher,01-03-2021 20:52:26,1614612145603
497,null,com.android.systemui,2,ACTIVITY_PAUSED,com.android.systemui.recents.RecentsActivity,01-03-2021 20:52:26,1614612145630
498,POCO Launcher,com.mi.android.globallauncher,2,ACTIVITY_PAUSED,com.miui.home.launcher.Launcher,01-03-2021 20:52:26,1614612146313
499,POCO Launcher,com.mi.android.globallauncher,1,ACTIVITY_RESUMED,com.miui.home.launcher.Launcher,01-03-2021 21:26:46,1614614205832
500,POCO Launcher,com.mi.android.globallauncher,2,ACTIVITY_PAUSED,com.miui.home.launcher.Launcher,01-03-2021 21:27:24,1614614243959
501,POCO Launcher,com.mi.android.globallauncher,1,ACTIVITY_RESUMED,com.miui.home.launcher.Launcher,01-03-2021 21:29:14,1614614353622
502,POCO Launcher,com.mi.android.globallauncher,2,ACTIVITY_PAUSED,com.miui.home.launcher.Launcher,01-03-2021 21:29:20,1614614360148
503,BitTorrent,com.bittorrent.client,1,ACTIVITY_RESUMED,com.bittorrent.app.Main,01-03-2021 21:29:20,1614614360260
504,POCO Launcher,com.mi.android.globallauncher,1,ACTIVITY_RESUMED,com.miui.home.launcher.Launcher,01-03-2021 21:29:46,1614614386047
505,BitTorrent,com.bittorrent.client,2,ACTIVITY_PAUSED,com.bittorrent.app.Main,01-03-2021 21:29:46,1614614386066
506,POCO Launcher,com.mi.android.globallauncher,2,ACTIVITY_PAUSED,com.miui.home.launcher.Launcher,01-03-2021 21:29:48,1614614387866
507,File Manager,com.mi.android.globalFileexplorer,1,ACTIVITY_RESUMED,com.android.fileexplorer.FileExplorerTabActivity,01-03-2021 21:29:48,1614614387868
508,File Manager,com.mi.android.globalFileexplorer,2,ACTIVITY_PAUSED,com.android.fileexplorer.FileExplorerTabActivity,01-03-2021 21:29:57,1614614396579
509,File Manager,com.mi.android.globalFileexplorer,1,ACTIVITY_RESUMED,com.android.fileexplorer.activity.FileActivity,01-03-2021 21:29:57,1614614396589
510,null,com.android.systemui,1,ACTIVITY_RESUMED,com.android.systemui.recents.RecentsActivity,01-03-2021 21:30:18,1614614418058
511,File Manager,com.mi.android.globalFileexplorer,2,ACTIVITY_PAUSED,com.android.fileexplorer.activity.FileActivity,01-03-2021 21:30:18,1614614418069
512,null,com.android.systemui,2,ACTIVITY_PAUSED,com.android.systemui.recents.RecentsActivity,01-03-2021 21:30:19,1614614419023
513,BitTorrent,com.bittorrent.client,1,ACTIVITY_RESUMED,com.bittorrent.app.Main,01-03-2021 21:30:19,1614614419033
514,BitTorrent,com.bittorrent.client,2,ACTIVITY_PAUSED,com.bittorrent.app.Main,01-03-2021 21:30:35,1614614434997
515,BitTorrent,com.bittorrent.client,1,ACTIVITY_RESUMED,com.ironsource.sdk.controller.ControllerActivity,01-03-2021 21:30:35,1614614435017
516,BitTorrent,com.bittorrent.client,2,ACTIVITY_PAUSED,com.ironsource.sdk.controller.ControllerActivity,01-03-2021 21:30:51,1614614450896
517,null,android,1,ACTIVITY_RESUMED,com.android.internal.app.ResolverActivity,01-03-2021 21:30:51,1614614450995
518,null,android,2,ACTIVITY_PAUSED,com.android.internal.app.ResolverActivity,01-03-2021 21:30:51,1614614451459
519,GetApps,com.xiaomi.mipicks,1,ACTIVITY_RESUMED,com.xiaomi.market.appchooser.AppChooserActivity,01-03-2021 21:30:52,1614614451520
520,GetApps,com.xiaomi.mipicks,2,ACTIVITY_PAUSED,com.xiaomi.market.appchooser.AppChooserActivity,01-03-2021 21:30:53,1614614452920
521,null,android,1,ACTIVITY_RESUMED,com.android.internal.app.ResolverActivity,01-03-2021 21:30:53,1614614452962
522,null,android,2,ACTIVITY_PAUSED,com.android.internal.app.ResolverActivity,01-03-2021 21:30:53,1614614452974
523,BitTorrent,com.bittorrent.client,1,ACTIVITY_RESUMED,com.ironsource.sdk.controller.ControllerActivity,01-03-2021 21:30:53,1614614453006
524,null,com.android.systemui,1,ACTIVITY_RESUMED,com.android.systemui.recents.RecentsActivity,01-03-2021 21:30:58,1614614457659
525,BitTorrent,com.bittorrent.client,2,ACTIVITY_PAUSED,com.ironsource.sdk.controller.ControllerActivity,01-03-2021 21:30:58,1614614457680
526,POCO Launcher,com.mi.android.globallauncher,1,ACTIVITY_RESUMED,com.miui.home.launcher.Launcher,01-03-2021 21:31:00,1614614459947
527,null,com.android.systemui,2,ACTIVITY_PAUSED,com.android.systemui.recents.RecentsActivity,01-03-2021 21:31:00,1614614459960
528,POCO Launcher,com.mi.android.globallauncher,2,ACTIVITY_PAUSED,com.miui.home.launcher.Launcher,01-03-2021 21:31:03,1614614462684
529,BitTorrent,com.bittorrent.client,1,ACTIVITY_RESUMED,com.bittorrent.app.Main,01-03-2021 21:31:03,1614614462762
530,null,com.android.systemui,1,ACTIVITY_RESUMED,com.android.systemui.recents.RecentsActivity,01-03-2021 21:31:25,1614614485203
531,BitTorrent,com.bittorrent.client,2,ACTIVITY_PAUSED,com.bittorrent.app.Main,01-03-2021 21:31:25,1614614485216
532,POCO Launcher,com.mi.android.globallauncher,1,ACTIVITY_RESUMED,com.miui.home.launcher.Launcher,01-03-2021 21:31:29,1614614489389
533,null,com.android.systemui,2,ACTIVITY_PAUSED,com.android.systemui.recents.RecentsActivity,01-03-2021 21:31:29,1614614489404
534,POCO Launcher,com.mi.android.globallauncher,2,ACTIVITY_PAUSED,com.miui.home.launcher.Launcher,01-03-2021 21:31:42,1614614501660
535,MX Player,com.mxtech.videoplayer.ad,1,ACTIVITY_RESUMED,com.mxtech.videoplayer.ad.ActivityWelcomeMX,01-03-2021 21:31:42,1614614501732
536,MX Player,com.mxtech.videoplayer.ad,2,ACTIVITY_PAUSED,com.mxtech.videoplayer.ad.ActivityWelcomeMX,01-03-2021 21:31:44,1614614503603
537,MX Player,com.mxtech.videoplayer.ad,1,ACTIVITY_RESUMED,com.mxtech.videoplayer.ad.OnlineActivityMediaList,01-03-2021 21:31:44,1614614503626
538,MX Player,com.mxtech.videoplayer.ad,2,ACTIVITY_PAUSED,com.mxtech.videoplayer.ad.OnlineActivityMediaList,01-03-2021 21:31:46,1614614506461
539,MX Player,com.mxtech.videoplayer.ad,1,ACTIVITY_RESUMED,com.mxtech.videoplayer.ad.ActivityScreen,01-03-2021 21:31:46,1614614506472
540,MX Player,com.mxtech.videoplayer.ad,2,ACTIVITY_PAUSED,com.mxtech.videoplayer.ad.ActivityScreen,01-03-2021 21:32:44,1614614563756
541,POCO Launcher,com.mi.android.globallauncher,1,ACTIVITY_RESUMED,com.miui.home.launcher.Launcher,01-03-2021 21:32:44,1614614563990
542,POCO Launcher,com.mi.android.globallauncher,2,ACTIVITY_PAUSED,com.miui.home.launcher.Launcher,01-03-2021 21:32:49,1614614568592
543,XPlayer,video.player.videoplayer,1,ACTIVITY_RESUMED,com.inshot.xplayer.activities.SplashActivity,01-03-2021 21:32:49,1614614568658
544,XPlayer,video.player.videoplayer,2,ACTIVITY_PAUSED,com.inshot.xplayer.activities.SplashActivity,01-03-2021 21:32:50,1614614569775
545,XPlayer,video.player.videoplayer,1,ACTIVITY_RESUMED,com.inshot.xplayer.activities.FileExplorerActivity,01-03-2021 21:32:50,1614614569786
546,XPlayer,video.player.videoplayer,2,ACTIVITY_PAUSED,com.inshot.xplayer.activities.FileExplorerActivity,01-03-2021 21:32:53,1614614572834
547,XPlayer,video.player.videoplayer,1,ACTIVITY_RESUMED,com.inshot.xplayer.activities.PlayerActivity,01-03-2021 21:32:53,1614614572850
548,XPlayer,video.player.videoplayer,2,ACTIVITY_PAUSED,com.inshot.xplayer.activities.FileExplorerActivity,01-03-2021 22:55:55,1614619554719
549,XPlayer,video.player.videoplayer,2,ACTIVITY_PAUSED,com.inshot.xplayer.activities.PlayerActivity,01-03-2021 22:55:55,1614619555137
550,XPlayer,video.player.videoplayer,1,ACTIVITY_RESUMED,com.inshot.xplayer.activities.FileExplorerActivity,01-03-2021 22:55:55,1614619555140
551,XPlayer,video.player.videoplayer,2,ACTIVITY_PAUSED,com.inshot.xplayer.activities.FileExplorerActivity,01-03-2021 22:56:03,1614619563001
552,XPlayer,video.player.videoplayer,1,ACTIVITY_RESUMED,com.inshot.xplayer.activities.PlayerActivity,01-03-2021 22:56:03,1614619563009
553,XPlayer,video.player.videoplayer,2,ACTIVITY_PAUSED,com.inshot.xplayer.activities.PlayerActivity,01-03-2021 23:04:43,1614620083406
